Arquivo,Receita,Valor
receitas_abril_2016.csv,TAXA DE TAXI, 0.00
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2016.csv,Dia: 04/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 8820.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 113045.69
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 1154.02
receitas_abril_2016.csv,OUTRAS RECEITAS, 5375.96
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 43408.96
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29116.74
receitas_abril_2016.csv,TAXA DE TAXI, 1321.65
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 448.60
receitas_abril_2016.csv,Dia: 05/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 12068.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 262694.64
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 434006.24
receitas_abril_2016.csv,OUTRAS RECEITAS, 20522.23
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 53661.16
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 141.13
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29338.40
receitas_abril_2016.csv,TAXA DE TAXI, 1957.80
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 595.16
receitas_abril_2016.csv,Dia: 06/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 4567.50
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 135649.67
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 1386.63
receitas_abril_2016.csv,OUTRAS RECEITAS, 232.61
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 41751.18
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29510.74
receitas_abril_2016.csv,TAXA DE TAXI, 3158.74
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, -190.16
receitas_abril_2016.csv,Dia: 07/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 8820.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 134543.22
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 849.63
receitas_abril_2016.csv,OUTRAS RECEITAS, 334.35
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 41239.14
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.50
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29169.12
receitas_abril_2016.csv,TAXA DE TAXI, 1505.61
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 191.85
receitas_abril_2016.csv,Dia: 08/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 7717.50
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 168467.97
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 1295.79
receitas_abril_2016.csv,OUTRAS RECEITAS, 375.43
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 38014.83
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 9.59
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 55421.73
receitas_abril_2016.csv,TAXA DE TAXI, 2403.00
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 252.99
receitas_abril_2016.csv,Dia: 09/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2016.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2016.csv,TAXA DE TAXI, 0.00
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2016.csv,Dia: 10/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2016.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2016.csv,TAXA DE TAXI, 0.00
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2016.csv,Dia: 11/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 6055.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 134225.81
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 633.18
receitas_abril_2016.csv,OUTRAS RECEITAS, 370.61
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 41282.65
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29208.45
receitas_abril_2016.csv,TAXA DE TAXI, 3434.12
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 293.15
receitas_abril_2016.csv,Dia: 12/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 9324.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 154300.83
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 676.07
receitas_abril_2016.csv,OUTRAS RECEITAS, 197.98
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 46583.72
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29769.66
receitas_abril_2016.csv,TAXA DE TAXI, 2514.62
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 281.82
receitas_abril_2016.csv,Dia: 13/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 13923.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 154794.01
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 1028.79
receitas_abril_2016.csv,OUTRAS RECEITAS, 635.24
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 60620.21
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 27.45
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 30340.91
receitas_abril_2016.csv,TAXA DE TAXI, 2298.93
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 564.62
receitas_abril_2016.csv,Dia: 14/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 5264.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 175540.56
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 738.33
receitas_abril_2016.csv,OUTRAS RECEITAS, 293.61
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 29172.28
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 30638.29
receitas_abril_2016.csv,TAXA DE TAXI, 2234.02
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 303.50
receitas_abril_2016.csv,Dia: 15/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 8461.05
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 11686.50
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 159641.94
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 3190.33
receitas_abril_2016.csv,OUTRAS RECEITAS, 457.55
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 27987.15
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 47.81
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 54713.59
receitas_abril_2016.csv,TAXA DE TAXI, 1609.23
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, -356.80
receitas_abril_2016.csv,Dia: 16/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2016.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2016.csv,TAXA DE TAXI, 0.00
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2016.csv,Dia: 17/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2016.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2016.csv,TAXA DE TAXI, 0.00
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2016.csv,Dia: 18/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 7560.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 134987.42
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 5036.02
receitas_abril_2016.csv,OUTRAS RECEITAS, 614.37
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 54218.58
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29715.23
receitas_abril_2016.csv,TAXA DE TAXI, 2385.94
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 712.99
receitas_abril_2016.csv,Dia: 19/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 24920.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 182628.52
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 2165.73
receitas_abril_2016.csv,OUTRAS RECEITAS, 218.12
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 481711.88
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29638.43
receitas_abril_2016.csv,TAXA DE TAXI, 2731.65
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 839.96
receitas_abril_2016.csv,Dia: 20/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 8347.50
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 201290.57
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 2396.52
receitas_abril_2016.csv,OUTRAS RECEITAS, 70578.81
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 28380.31
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29618.64
receitas_abril_2016.csv,TAXA DE TAXI, 548.82
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 433.79
receitas_abril_2016.csv,Dia: 21/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2016.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2016.csv,TAXA DE TAXI, 0.00
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2016.csv,Dia: 22/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 11592.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 215663.73
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 1047.11
receitas_abril_2016.csv,OUTRAS RECEITAS, 3341.35
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 33568.02
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 47.53
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29248.51
receitas_abril_2016.csv,TAXA DE TAXI, 3156.34
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 192.91
receitas_abril_2016.csv,Dia: 23/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2016.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2016.csv,TAXA DE TAXI, 0.00
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2016.csv,Dia: 24/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2016.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2016.csv,TAXA DE TAXI, 0.00
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2016.csv,Dia: 25/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 15820.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 118094.27
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 1159.64
receitas_abril_2016.csv,OUTRAS RECEITAS, 1038.69
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 40336.23
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 54688.60
receitas_abril_2016.csv,TAXA DE TAXI, 2065.01
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 92.52
receitas_abril_2016.csv,Dia: 26/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 7689.50
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 165825.99
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 595.96
receitas_abril_2016.csv,OUTRAS RECEITAS, 340.06
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 32280.72
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 28817.69
receitas_abril_2016.csv,TAXA DE TAXI, 3396.75
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, -636.28
receitas_abril_2016.csv,Dia: 27/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 12127.50
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 197298.61
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 981.83
receitas_abril_2016.csv,OUTRAS RECEITAS, 4650.37
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 43072.45
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 39.38
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29185.25
receitas_abril_2016.csv,TAXA DE TAXI, 1035.69
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 260.17
receitas_abril_2016.csv,Dia: 28/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 10080.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 215729.96
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 1106.21
receitas_abril_2016.csv,OUTRAS RECEITAS, 301.03
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 48044.57
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 40157.08
receitas_abril_2016.csv,TAXA DE TAXI, 2488.23
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 366.37
receitas_abril_2016.csv,Dia: 29/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 2000000.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 7875.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 177991.57
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 897.66
receitas_abril_2016.csv,OUTRAS RECEITAS, 880.91
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 38750.89
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 3.55
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 43246.68
receitas_abril_2016.csv,TAXA DE TAXI, 2288.28
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 707.38
receitas_abril_2016.csv,Dia: 30/04/2016,
receitas_abril_2016.csv,Descrição da Receita,Realizado
receitas_abril_2016.csv,CONVÊNIO PMC, 0.00
receitas_abril_2016.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2016.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2016.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2016.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2016.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2016.csv,TAXA DE TAXI, 0.00
receitas_abril_2016.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_agosto_2016.csv,Descrição da Receita,Realizado
receitas_agosto_2016.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2016.csv,ESTACIONAMENTO ROTATIVO, 8382.50
receitas_agosto_2016.csv,MULTAS DE TRÂNSITO, 203458.95
receitas_agosto_2016.csv,MULTAS DE TRANSPORTES, 115056.10
receitas_agosto_2016.csv,OUTRAS RECEITAS, 4283.54
receitas_agosto_2016.csv,PÁTIO DE VEÍCULOS, 29956.49
receitas_agosto_2016.csv,RECEITAS FINANCEIRAS, 0.36
receitas_agosto_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 25491.16
receitas_agosto_2016.csv,TAXA DE TAXI, 697.63
receitas_agosto_2016.csv,VISTORIA DE VEÍCULOS, 1935.35
receitas_agosto_2016.csv,Dia: 02/08/2016,
receitas_agosto_2016.csv,Descrição da Receita,Realizado
receitas_agosto_2016.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2016.csv,ESTACIONAMENTO ROTATIVO, 16317.00
receitas_agosto_2016.csv,MULTAS DE TRÂNSITO, 277979.74
receitas_agosto_2016.csv,MULTAS DE TRANSPORTES, 3895.99
receitas_agosto_2016.csv,OUTRAS RECEITAS, 18225.27
receitas_agosto_2016.csv,PÁTIO DE VEÍCULOS, 43877.88
receitas_agosto_2016.csv,RECEITAS FINANCEIRAS, 57.36
receitas_agosto_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 25936.02
receitas_agosto_2016.csv,TAXA DE TAXI, 2161.27
receitas_agosto_2016.csv,VISTORIA DE VEÍCULOS, 483.20
receitas_agosto_2016.csv,Dia: 03/08/2016,
receitas_agosto_2016.csv,Descrição da Receita,Realizado
receitas_agosto_2016.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2016.csv,ESTACIONAMENTO ROTATIVO, 8575.00
receitas_agosto_2016.csv,MULTAS DE TRÂNSITO, 218036.83
receitas_agosto_2016.csv,MULTAS DE TRANSPORTES, 154137.71
receitas_agosto_2016.csv,OUTRAS RECEITAS, 23392.55
receitas_agosto_2016.csv,PÁTIO DE VEÍCULOS, 32022.51
receitas_agosto_2016.csv,RECEITAS FINANCEIRAS, 0.00
receitas_agosto_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26235.62
receitas_agosto_2016.csv,TAXA DE TAXI, 807.56
receitas_agosto_2016.csv,VISTORIA DE VEÍCULOS, 58.66
receitas_agosto_2016.csv,Dia: 04/08/2016,
receitas_agosto_2016.csv,Descrição da Receita,Realizado
receitas_agosto_2016.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2016.csv,ESTACIONAMENTO ROTATIVO, 3724.00
receitas_agosto_2016.csv,MULTAS DE TRÂNSITO, 239936.48
receitas_agosto_2016.csv,MULTAS DE TRANSPORTES, 4740.61
receitas_agosto_2016.csv,OUTRAS RECEITAS, 1121.93
receitas_agosto_2016.csv,PÁTIO DE VEÍCULOS, 29930.81
receitas_agosto_2016.csv,RECEITAS FINANCEIRAS, 18.39
receitas_agosto_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26055.80
receitas_agosto_2016.csv,TAXA DE TAXI, 430.86
receitas_agosto_2016.csv,VISTORIA DE VEÍCULOS, 361.65
receitas_agosto_2016.csv,Dia: 05/08/2016,
receitas_agosto_2016.csv,Descrição da Receita,Realizado
receitas_agosto_2016.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2016.csv,ESTACIONAMENTO ROTATIVO, 5862.50
receitas_agosto_2016.csv,MULTAS DE TRÂNSITO, 206813.52
receitas_agosto_2016.csv,MULTAS DE TRANSPORTES, 7793.54
receitas_agosto_2016.csv,OUTRAS RECEITAS, 838.32
receitas_agosto_2016.csv,PÁTIO DE VEÍCULOS, 37837.97
receitas_agosto_2016.csv,RECEITAS FINANCEIRAS, 41.09
receitas_agosto_2016.csv,TAXA DE GERENCIAMENTO INTERCAMP, 51545.54
receitas_agosto_2016.csv,TAXA DE TAXI, 901.43
receitas_agosto_2016.csv,VISTORIA DE VEÍCULOS, 270.55
