Ano,Mês,Receita,Valor
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 47154.27
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 189.14
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 29.62
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 19/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 20/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 21/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 3270.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 130205.10
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 335665.78
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 3117.88
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 41195.67
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 25027.85
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 2115.42
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 456.43
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 22/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 16980.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 230270.66
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 1844.65
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 319.27
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 34097.16
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 13.82
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 25583.10
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 612.22
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 571.98
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 23/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 8371.50
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 275199.24
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 1711.32
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 646.46
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 16180.12
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 80.11
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 25775.03
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 1761.46
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 480.32
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 24/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 4495.50
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 163710.06
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 1599.54
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 603.04
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 22573.06
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 28.44
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26314.37
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 1697.32
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 723.38
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 25/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 4320.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 420030.38
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 2843.06
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 6545.04
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 16944.39
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 50110.57
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 530.11
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 561.68
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 26/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 27/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 28/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 4914.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 121579.17
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 1497.61
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 8714.45
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26687.72
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 428.06
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 66.06
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 29/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 7884.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 179690.06
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 1424.14
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 467.61
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 19785.05
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 2.76
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26600.62
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 1433.50
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 381.70
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 30/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 5670.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 252368.55
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 1422.29
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 715642.62
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 30643.95
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 20.36
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26678.04
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 1630.10
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 414.63
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Dia: 31/10/2013,
receitas_emdec_2013.csv,receitas_outubro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_outubro_2013.csv,CONVÊNIO PMC, 332548.62
receitas_emdec_2013.csv,receitas_outubro_2013.csv,ESTACIONAMENTO ROTATIVO, 4995.00
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRÂNSITO, 176932.35
receitas_emdec_2013.csv,receitas_outubro_2013.csv,MULTAS DE TRANSPORTES, 1459.34
receitas_emdec_2013.csv,receitas_outubro_2013.csv,OUTRAS RECEITAS, 95.32
receitas_emdec_2013.csv,receitas_outubro_2013.csv,PÁTIO DE VEÍCULOS, 23968.65
receitas_emdec_2013.csv,receitas_outubro_2013.csv,RECEITAS FINANCEIRAS, 16.93
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26387.72
receitas_emdec_2013.csv,receitas_outubro_2013.csv,TAXA DE TAXI, 1590.31
receitas_emdec_2013.csv,receitas_outubro_2013.csv,VISTORIA DE VEÍCULOS, 542.27
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE TAXI, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Dia: 02/09/2013,
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 4286.25
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 170951.55
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 939.10
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 4759.61
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 24452.04
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 25815.43
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE TAXI, 1747.08
receitas_emdec_2013.csv,receitas_setembro_2013.csv,VISTORIA DE VEÍCULOS, 823.58
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Dia: 03/09/2013,
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 21870.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 203369.72
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 922.78
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 69.92
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 25034.47
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 25140.17
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE TAXI, 940.74
receitas_emdec_2013.csv,receitas_setembro_2013.csv,VISTORIA DE VEÍCULOS, 1080.46
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Dia: 04/09/2013,
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 3780.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 141142.32
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 867.24
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 101.50
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 19812.86
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 25619.38
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE TAXI, 1388.72
receitas_emdec_2013.csv,receitas_setembro_2013.csv,VISTORIA DE VEÍCULOS, 1030.97
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Dia: 05/09/2013,
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 6885.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 120611.49
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 873.22
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 116.50
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 25713.36
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 49.13
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 25501.60
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE TAXI, 433.04
receitas_emdec_2013.csv,receitas_setembro_2013.csv,VISTORIA DE VEÍCULOS, 1355.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Dia: 06/09/2013,
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 4326.75
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 372904.83
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 1793.22
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 126.82
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 19255.43
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 48796.42
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE TAXI, 1809.31
receitas_emdec_2013.csv,receitas_setembro_2013.csv,VISTORIA DE VEÍCULOS, 442.96
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Dia: 07/09/2013,
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE TAXI, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Dia: 08/09/2013,
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE TAXI, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Dia: 09/09/2013,
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 11880.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 99665.18
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 936.01
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 66.56
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 31594.19
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 30.92
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26423.82
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE TAXI, 1373.78
receitas_emdec_2013.csv,receitas_setembro_2013.csv,VISTORIA DE VEÍCULOS, 2495.53
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Dia: 10/09/2013,
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 2103692.05
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 7560.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 139149.17
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 925.86
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 128.18
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 38927.84
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 75.60
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 25876.95
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE TAXI, 706.80
receitas_emdec_2013.csv,receitas_setembro_2013.csv,VISTORIA DE VEÍCULOS, 9533.04
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Dia: 11/09/2013,
receitas_emdec_2013.csv,receitas_setembro_2013.csv,Descrição da Receita,Realizado
receitas_emdec_2013.csv,receitas_setembro_2013.csv,CONVÊNIO PMC, 0.00
receitas_emdec_2013.csv,receitas_setembro_2013.csv,ESTACIONAMENTO ROTATIVO, 12872.25
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRÂNSITO, 140283.88
receitas_emdec_2013.csv,receitas_setembro_2013.csv,MULTAS DE TRANSPORTES, 939.68
receitas_emdec_2013.csv,receitas_setembro_2013.csv,OUTRAS RECEITAS, 101.36
receitas_emdec_2013.csv,receitas_setembro_2013.csv,PÁTIO DE VEÍCULOS, 538513.80
receitas_emdec_2013.csv,receitas_setembro_2013.csv,RECEITAS FINANCEIRAS, 51.68
receitas_emdec_2013.csv,receitas_setembro_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26184.71
