Arquivo,Receita,Valor
receitas_abril_2012.csv,TAXA DE TAXI, 2290.24
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 239.23
receitas_abril_2012.csv,Dia: 10/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 15430.50
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 224643.66
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 2775.89
receitas_abril_2012.csv,OUTRAS RECEITAS, 19.97
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 12822.23
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 25.60
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26922.39
receitas_abril_2012.csv,TAXA DE TAXI, 1944.95
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 372.40
receitas_abril_2012.csv,Dia: 11/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 1980630.24
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 4090.50
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 160816.39
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 2757.08
receitas_abril_2012.csv,OUTRAS RECEITAS, 41.47
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 20758.46
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 48.53
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26616.48
receitas_abril_2012.csv,TAXA DE TAXI, 1028.85
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 257.50
receitas_abril_2012.csv,Dia: 12/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 3523.50
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 119535.67
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 7780.41
receitas_abril_2012.csv,OUTRAS RECEITAS, 44.85
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 15136.55
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 54.08
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 27296.69
receitas_abril_2012.csv,TAXA DE TAXI, 643.62
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 1747.35
receitas_abril_2012.csv,Dia: 13/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 9504.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 105151.99
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 11733.47
receitas_abril_2012.csv,OUTRAS RECEITAS, 32.19
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 15691.99
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 18.45
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 57784.83
receitas_abril_2012.csv,TAXA DE TAXI, 911.40
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 124.82
receitas_abril_2012.csv,Dia: 14/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2012.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2012.csv,TAXA DE TAXI, 0.00
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2012.csv,Dia: 15/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2012.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2012.csv,TAXA DE TAXI, 0.00
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2012.csv,Dia: 16/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 2673.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 105886.26
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 3761.65
receitas_abril_2012.csv,OUTRAS RECEITAS, 92.06
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 12820.22
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 27679.37
receitas_abril_2012.csv,TAXA DE TAXI, 1348.29
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 666.74
receitas_abril_2012.csv,Dia: 17/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 10476.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 163932.64
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 4199.95
receitas_abril_2012.csv,OUTRAS RECEITAS, 2271.78
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 12348.71
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 131.08
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 27861.03
receitas_abril_2012.csv,TAXA DE TAXI, 754.01
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 448.03
receitas_abril_2012.csv,Dia: 18/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 2065.50
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 104438.95
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 3013.44
receitas_abril_2012.csv,OUTRAS RECEITAS, 38.82
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 11777.71
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 27208.25
receitas_abril_2012.csv,TAXA DE TAXI, 768.11
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 873.52
receitas_abril_2012.csv,Dia: 19/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 3766.50
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 150424.91
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 3189.98
receitas_abril_2012.csv,OUTRAS RECEITAS, 26.16
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 10975.77
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 12.13
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26675.40
receitas_abril_2012.csv,TAXA DE TAXI, 1686.54
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 227.72
receitas_abril_2012.csv,Dia: 20/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 3766.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 76519.10
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 4865.88
receitas_abril_2012.csv,OUTRAS RECEITAS, 24.31
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 6974.44
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 50405.60
receitas_abril_2012.csv,TAXA DE TAXI, 1104.01
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 230.84
receitas_abril_2012.csv,Dia: 21/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2012.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2012.csv,TAXA DE TAXI, 0.00
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2012.csv,Dia: 22/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2012.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2012.csv,TAXA DE TAXI, 0.00
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2012.csv,Dia: 23/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 6682.50
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 105759.87
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 2396.07
receitas_abril_2012.csv,OUTRAS RECEITAS, 5.72
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 9915.49
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 51.12
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26542.99
receitas_abril_2012.csv,TAXA DE TAXI, 916.07
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 2279.20
receitas_abril_2012.csv,Dia: 24/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 11107.82
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 8019.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 100408.82
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 2565.93
receitas_abril_2012.csv,OUTRAS RECEITAS, 17.47
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 9221.95
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 6.20
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26453.38
receitas_abril_2012.csv,TAXA DE TAXI, 986.56
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 269.33
receitas_abril_2012.csv,Dia: 25/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 7803.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 119750.06
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 3077.88
receitas_abril_2012.csv,OUTRAS RECEITAS, 38102.70
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 4896.31
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 17.01
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26413.43
receitas_abril_2012.csv,TAXA DE TAXI, 2762.40
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 351.42
receitas_abril_2012.csv,Dia: 26/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 6925.50
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 128420.35
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 3159.62
receitas_abril_2012.csv,OUTRAS RECEITAS, 5.70
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 5066.54
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 21.62
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26208.03
receitas_abril_2012.csv,TAXA DE TAXI, 634.21
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 142.38
receitas_abril_2012.csv,Dia: 27/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 2673.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 100640.84
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 3317.66
receitas_abril_2012.csv,OUTRAS RECEITAS, 3407.95
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 7175.85
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 18.89
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 43901.33
receitas_abril_2012.csv,TAXA DE TAXI, 1007.72
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 851.02
receitas_abril_2012.csv,Dia: 28/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2012.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2012.csv,TAXA DE TAXI, 0.00
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2012.csv,Dia: 29/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2012.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2012.csv,TAXA DE TAXI, 0.00
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2012.csv,Dia: 30/04/2012,
receitas_abril_2012.csv,Descrição da Receita,Realizado
receitas_abril_2012.csv,CONVÊNIO PMC, 0.00
receitas_abril_2012.csv,ESTACIONAMENTO ROTATIVO, 3766.50
receitas_abril_2012.csv,MULTAS DE TRÂNSITO, 117754.95
receitas_abril_2012.csv,MULTAS DE TRANSPORTES, 2049.14
receitas_abril_2012.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2012.csv,PÁTIO DE VEÍCULOS, 1186.22
receitas_abril_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 26636.36
receitas_abril_2012.csv,TAXA DE TAXI, 202.01
receitas_abril_2012.csv,VISTORIA DE VEÍCULOS, 228.98
receitas_agosto_2012.csv,Descrição da Receita,Realizado
receitas_agosto_2012.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2012.csv,ESTACIONAMENTO ROTATIVO, 6318.00
receitas_agosto_2012.csv,MULTAS DE TRÂNSITO, 163741.19
receitas_agosto_2012.csv,MULTAS DE TRANSPORTES, 2349.00
receitas_agosto_2012.csv,OUTRAS RECEITAS, 67067.74
receitas_agosto_2012.csv,PÁTIO DE VEÍCULOS, 9045.39
receitas_agosto_2012.csv,RECEITAS FINANCEIRAS, 19.93
receitas_agosto_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 20567.95
receitas_agosto_2012.csv,TAXA DE TAXI, 404.00
receitas_agosto_2012.csv,VISTORIA DE VEÍCULOS, 2856.91
receitas_agosto_2012.csv,Dia: 02/08/2012,
receitas_agosto_2012.csv,Descrição da Receita,Realizado
receitas_agosto_2012.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2012.csv,ESTACIONAMENTO ROTATIVO, 5103.00
receitas_agosto_2012.csv,MULTAS DE TRÂNSITO, 173108.21
receitas_agosto_2012.csv,MULTAS DE TRANSPORTES, 0.00
receitas_agosto_2012.csv,OUTRAS RECEITAS, 77.10
receitas_agosto_2012.csv,PÁTIO DE VEÍCULOS, 11783.68
receitas_agosto_2012.csv,RECEITAS FINANCEIRAS, 27.61
receitas_agosto_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 23878.13
receitas_agosto_2012.csv,TAXA DE TAXI, 352.33
receitas_agosto_2012.csv,VISTORIA DE VEÍCULOS, 1971.02
receitas_agosto_2012.csv,Dia: 03/08/2012,
receitas_agosto_2012.csv,Descrição da Receita,Realizado
receitas_agosto_2012.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2012.csv,ESTACIONAMENTO ROTATIVO, 8626.50
receitas_agosto_2012.csv,MULTAS DE TRÂNSITO, 168382.58
receitas_agosto_2012.csv,MULTAS DE TRANSPORTES, 0.00
receitas_agosto_2012.csv,OUTRAS RECEITAS, 68.02
receitas_agosto_2012.csv,PÁTIO DE VEÍCULOS, 10494.48
receitas_agosto_2012.csv,RECEITAS FINANCEIRAS, 37.26
receitas_agosto_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 46009.46
receitas_agosto_2012.csv,TAXA DE TAXI, 676.46
receitas_agosto_2012.csv,VISTORIA DE VEÍCULOS, 2266.83
receitas_agosto_2012.csv,Dia: 04/08/2012,
receitas_agosto_2012.csv,Descrição da Receita,Realizado
receitas_agosto_2012.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2012.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_agosto_2012.csv,MULTAS DE TRÂNSITO, 0.00
receitas_agosto_2012.csv,MULTAS DE TRANSPORTES, 0.00
receitas_agosto_2012.csv,OUTRAS RECEITAS, 0.00
receitas_agosto_2012.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_agosto_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_agosto_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_agosto_2012.csv,TAXA DE TAXI, 0.00
receitas_agosto_2012.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_agosto_2012.csv,Dia: 05/08/2012,
receitas_agosto_2012.csv,Descrição da Receita,Realizado
receitas_agosto_2012.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2012.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_agosto_2012.csv,MULTAS DE TRÂNSITO, 0.00
receitas_agosto_2012.csv,MULTAS DE TRANSPORTES, 0.00
receitas_agosto_2012.csv,OUTRAS RECEITAS, 0.00
receitas_agosto_2012.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_agosto_2012.csv,RECEITAS FINANCEIRAS, 0.00
receitas_agosto_2012.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_agosto_2012.csv,TAXA DE TAXI, 0.00
receitas_agosto_2012.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_agosto_2012.csv,Dia: 06/08/2012,
