Arquivo,Receita,Valor
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 28713.32
receitas_abril_2013.csv,TAXA DE TAXI, 1888.97
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 1256.78
receitas_abril_2013.csv,Dia: 09/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 2123085.17
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 17131.50
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 130765.20
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 830.25
receitas_abril_2013.csv,OUTRAS RECEITAS, 173.84
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 17171.00
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 27742.21
receitas_abril_2013.csv,TAXA DE TAXI, 1189.63
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 941.74
receitas_abril_2013.csv,Dia: 10/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 3159.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 99058.80
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 3951.77
receitas_abril_2013.csv,OUTRAS RECEITAS, 134.92
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 22174.39
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29110.98
receitas_abril_2013.csv,TAXA DE TAXI, 3449.43
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 1135.31
receitas_abril_2013.csv,Dia: 11/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 5589.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 110953.78
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 353166.03
receitas_abril_2013.csv,OUTRAS RECEITAS, 59.74
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 8653.72
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 21.40
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29124.26
receitas_abril_2013.csv,TAXA DE TAXI, 1627.62
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 1578.81
receitas_abril_2013.csv,Dia: 12/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 5589.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 88398.55
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 1728.25
receitas_abril_2013.csv,OUTRAS RECEITAS, 202.15
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 8118.78
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 10.67
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 55665.81
receitas_abril_2013.csv,TAXA DE TAXI, 3248.81
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 1195.29
receitas_abril_2013.csv,Dia: 13/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2013.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2013.csv,TAXA DE TAXI, 0.00
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2013.csv,Dia: 14/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2013.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2013.csv,TAXA DE TAXI, 0.00
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2013.csv,Dia: 15/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 2551.50
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 109570.88
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 1395.49
receitas_abril_2013.csv,OUTRAS RECEITAS, 99.82
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 15997.15
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 30267.18
receitas_abril_2013.csv,TAXA DE TAXI, 1749.57
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 9492.28
receitas_abril_2013.csv,Dia: 16/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 13608.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 127987.58
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 883.58
receitas_abril_2013.csv,OUTRAS RECEITAS, 128.03
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 15397.00
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 13.06
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29560.78
receitas_abril_2013.csv,TAXA DE TAXI, 1443.46
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 979.65
receitas_abril_2013.csv,Dia: 17/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 11934.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 114227.47
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 881.06
receitas_abril_2013.csv,OUTRAS RECEITAS, 161.98
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 11286.74
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 12.57
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 29278.10
receitas_abril_2013.csv,TAXA DE TAXI, 2319.54
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 600.77
receitas_abril_2013.csv,Dia: 18/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 4981.50
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 96124.14
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 886.03
receitas_abril_2013.csv,OUTRAS RECEITAS, 56742.04
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 12865.44
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 18.34
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 28937.89
receitas_abril_2013.csv,TAXA DE TAXI, 806.35
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 1507.11
receitas_abril_2013.csv,Dia: 19/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 3537.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 64138.18
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 1587.37
receitas_abril_2013.csv,OUTRAS RECEITAS, 185.90
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 21577.44
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 51246.14
receitas_abril_2013.csv,TAXA DE TAXI, 1078.99
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 783.70
receitas_abril_2013.csv,Dia: 20/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2013.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2013.csv,TAXA DE TAXI, 0.00
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2013.csv,Dia: 21/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2013.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2013.csv,TAXA DE TAXI, 0.00
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2013.csv,Dia: 22/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 4252.50
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 68490.99
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 879.60
receitas_abril_2013.csv,OUTRAS RECEITAS, 2786.78
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 12796.79
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 37.33
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 28947.34
receitas_abril_2013.csv,TAXA DE TAXI, 2468.88
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 770.07
receitas_abril_2013.csv,Dia: 23/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 4860.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 91983.04
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 865.19
receitas_abril_2013.csv,OUTRAS RECEITAS, 83.66
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 12588.62
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 27.43
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 28843.35
receitas_abril_2013.csv,TAXA DE TAXI, 2197.55
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 663.67
receitas_abril_2013.csv,Dia: 24/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 2092274.27
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 7897.50
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 125969.04
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2013.csv,OUTRAS RECEITAS, 56.13
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 8836.74
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 28824.19
receitas_abril_2013.csv,TAXA DE TAXI, 915.87
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 723.44
receitas_abril_2013.csv,Dia: 25/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 9963.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 104035.37
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2013.csv,OUTRAS RECEITAS, 1997.45
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 12388.30
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 33.62
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 28385.42
receitas_abril_2013.csv,TAXA DE TAXI, 2924.29
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 1538.73
receitas_abril_2013.csv,Dia: 26/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 8991.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 91212.05
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 40455.00
receitas_abril_2013.csv,OUTRAS RECEITAS, 304.94
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 6276.64
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 54465.56
receitas_abril_2013.csv,TAXA DE TAXI, 1057.70
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 749.92
receitas_abril_2013.csv,Dia: 27/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2013.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2013.csv,TAXA DE TAXI, 0.00
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2013.csv,Dia: 28/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_abril_2013.csv,OUTRAS RECEITAS, 0.00
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_abril_2013.csv,TAXA DE TAXI, 0.00
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_abril_2013.csv,Dia: 29/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 0.00
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 9963.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 107057.07
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 20250.58
receitas_abril_2013.csv,OUTRAS RECEITAS, 442.19
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 4526.94
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 28889.34
receitas_abril_2013.csv,TAXA DE TAXI, 940.74
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 762.45
receitas_abril_2013.csv,Dia: 30/04/2013,
receitas_abril_2013.csv,Descrição da Receita,Realizado
receitas_abril_2013.csv,CONVÊNIO PMC, 71728.87
receitas_abril_2013.csv,ESTACIONAMENTO ROTATIVO, 9369.00
receitas_abril_2013.csv,MULTAS DE TRÂNSITO, 112356.67
receitas_abril_2013.csv,MULTAS DE TRANSPORTES, 19787.89
receitas_abril_2013.csv,OUTRAS RECEITAS, 25.08
receitas_abril_2013.csv,PÁTIO DE VEÍCULOS, 3298.51
receitas_abril_2013.csv,RECEITAS FINANCEIRAS, 12.36
receitas_abril_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 28740.13
receitas_abril_2013.csv,TAXA DE TAXI, 2309.56
receitas_abril_2013.csv,VISTORIA DE VEÍCULOS, 606.75
receitas_agosto_2013.csv,Descrição da Receita,Realizado
receitas_agosto_2013.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2013.csv,ESTACIONAMENTO ROTATIVO, 3645.00
receitas_agosto_2013.csv,MULTAS DE TRÂNSITO, 108394.14
receitas_agosto_2013.csv,MULTAS DE TRANSPORTES, 1494.65
receitas_agosto_2013.csv,OUTRAS RECEITAS, 398.95
receitas_agosto_2013.csv,PÁTIO DE VEÍCULOS, 10962.06
receitas_agosto_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_agosto_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 22014.47
receitas_agosto_2013.csv,TAXA DE TAXI, 856.16
receitas_agosto_2013.csv,VISTORIA DE VEÍCULOS, 1005.97
receitas_agosto_2013.csv,Dia: 02/08/2013,
receitas_agosto_2013.csv,Descrição da Receita,Realizado
receitas_agosto_2013.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2013.csv,ESTACIONAMENTO ROTATIVO, 6292.50
receitas_agosto_2013.csv,MULTAS DE TRÂNSITO, 297254.74
receitas_agosto_2013.csv,MULTAS DE TRANSPORTES, 2739.01
receitas_agosto_2013.csv,OUTRAS RECEITAS, 386.90
receitas_agosto_2013.csv,PÁTIO DE VEÍCULOS, 11709.39
receitas_agosto_2013.csv,RECEITAS FINANCEIRAS, 1.28
receitas_agosto_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 41716.51
receitas_agosto_2013.csv,TAXA DE TAXI, 637.14
receitas_agosto_2013.csv,VISTORIA DE VEÍCULOS, 922.90
receitas_agosto_2013.csv,Dia: 03/08/2013,
receitas_agosto_2013.csv,Descrição da Receita,Realizado
receitas_agosto_2013.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_agosto_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_agosto_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_agosto_2013.csv,OUTRAS RECEITAS, 0.00
receitas_agosto_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_agosto_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_agosto_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_agosto_2013.csv,TAXA DE TAXI, 0.00
receitas_agosto_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_agosto_2013.csv,Dia: 04/08/2013,
receitas_agosto_2013.csv,Descrição da Receita,Realizado
receitas_agosto_2013.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2013.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_agosto_2013.csv,MULTAS DE TRÂNSITO, 0.00
receitas_agosto_2013.csv,MULTAS DE TRANSPORTES, 0.00
receitas_agosto_2013.csv,OUTRAS RECEITAS, 0.00
receitas_agosto_2013.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_agosto_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_agosto_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_agosto_2013.csv,TAXA DE TAXI, 0.00
receitas_agosto_2013.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_agosto_2013.csv,Dia: 05/08/2013,
receitas_agosto_2013.csv,Descrição da Receita,Realizado
receitas_agosto_2013.csv,CONVÊNIO PMC, 0.00
receitas_agosto_2013.csv,ESTACIONAMENTO ROTATIVO, 6615.00
receitas_agosto_2013.csv,MULTAS DE TRÂNSITO, 105858.10
receitas_agosto_2013.csv,MULTAS DE TRANSPORTES, 1422.75
receitas_agosto_2013.csv,OUTRAS RECEITAS, 0.00
receitas_agosto_2013.csv,PÁTIO DE VEÍCULOS, 7161.67
receitas_agosto_2013.csv,RECEITAS FINANCEIRAS, 0.00
receitas_agosto_2013.csv,TAXA DE GERENCIAMENTO INTERCAMP, 23652.26
receitas_agosto_2013.csv,TAXA DE TAXI, 333.50
receitas_agosto_2013.csv,VISTORIA DE VEÍCULOS, 571.92
